N,ph,sand,silt,cec,bulk density,clay,soc,fertility
276,7.5,72.8201,28.36478,27.314049,1.675839,35.167786,0.39,1
270,7.52,72.8201,28.448637,27.407024,1.6798658,35.167786,0.68,1
276,7.52,72.73906,28.616352,28.801651,1.6798658,35.10067,0.68,1
270,7.29,73.22528,30.796644,30.103306,1.6798658,32.95302,0.1,1
307,7.25,73.38736,30.2935,30.940083,1.6838927,33.221474,0.49,1
320,7.61,72.65802,29.874214,31.311983,1.6798658,34.09396,1.07,1
314,7.35,72.1718,30.041927,32.055786,1.6798658,34.496643,0.88,1
270,7.77,73.06321,30.37736,31.21901,1.671812,33.355705,0.39,1
276,7.65,73.06321,30.2935,31.590908,1.671812,33.55705,0.68,1
270,8.02,73.4684,30.2935,32.427685,1.6677853,33.221474,0.2,1
276,7.71,73.22528,30.628931,33.078514,1.6677853,33.08725,0.78,1
270,7.51,73.4684,30.880505,32.613636,1.6677853,32.684563,1.07,1
301,7.7,73.63047,30.796644,32.799587,1.6637585,32.61745,0.88,1
270,7.51,74.19773,30.545073,33.357437,1.6677853,32.28188,1.17,1
276,7.44,73.38736,30.712788,33.54339,1.6637585,32.885906,0.88,1
207,7.41,73.22528,30.880505,34.008263,1.6677853,32.885906,1.07,1
207,7.29,73.06321,30.880505,34.008263,1.6677853,33.08725,0.2,1
213,7.34,73.4684,31.132076,32.52066,1.6677853,32.550335,0.88,1
201,7.33,73.4684,31.551363,32.70661,1.6677853,32.14765,0.39,1
282,7.62,71.28039,29.790356,33.264465,1.675839,35.369125,0.1,1
207,7.42,70.95624,29.7065,32.892563,1.675839,35.704697,0.78,1
276,7.91,71.36143,28.951782,34.47314,1.675839,35.973156,0.2,1
282,7.02,71.44246,28.867924,34.566116,1.675839,35.973156,0.1,1
264,7.44,71.92869,28.02935,35.774796,1.675839,36.241608,1.07,1
276,7.04,72.09076,28.280922,35.681816,1.6798658,35.90604,0.24,1
207,7.01,71.92869,28.532494,34.28719,1.6838927,35.83893,0.46,1
270,7.05,71.92869,28.532494,34.194214,1.6838927,35.83893,0.51,1
295,7.08,72.98217,30.041927,34.566116,1.6838927,33.758392,0.57,1
289,7.35,72.8201,29.790356,34.659092,1.6798658,34.09396,0.24,1
345,7.37,73.06321,29.790356,35.03099,1.6798658,33.892616,0.38,1
314,7.41,73.14425,29.958073,35.681816,1.6798658,33.691277,0.57,1
351,7.8,72.8201,30.712788,35.960747,1.6798658,33.355705,0.54,1
264,7.4,72.8201,30.96436,37.820248,1.675839,33.15436,0.73,1
364,7.9,72.41491,31.383648,38.099174,1.675839,33.15436,0.51,1
377,7.5,72.33388,31.215933,39.400826,1.671812,33.355705,0.32,1
282,7.6,71.76661,31.215933,39.586777,1.675839,33.758392,0.46,1
276,7.5,71.19935,31.383648,39.30785,1.671812,34.16107,0.59,1
320,7.4,71.44246,31.383648,40.144627,1.671812,33.959732,0.51,1
276,7.9,71.19935,30.712788,41.07438,1.6677853,34.697987,0.41,1
345,8,71.84765,29.874214,41.91116,1.6637585,34.89933,0.35,1
333,7.6,71.60454,30.125788,41.632233,1.6597316,34.89933,0.59,1
364,7.5,71.5235,30.37736,41.26033,1.6597316,34.697987,24,1
326,7.4,71.76661,30.545073,41.725204,1.6597316,34.362415,0.57,1
351,7.3,71.76661,29.958073,41.632233,1.6597316,34.832214,0.51,1
377,7.2,71.76661,30.041927,41.539257,1.6597316,34.7651,0.32,1
307,7.4,71.84765,29.790356,41.725204,1.6597316,34.89933,0.73,1
295,7.9,72.00972,29.790356,41.81818,1.6597316,34.7651,0.51,1
295,7.3,71.5235,30.796644,42.28306,1.6597316,34.362415,0.19,1
245,7,71.44246,30.712788,42.28306,1.6597316,34.496643,0.51,1
282,7.9,72.1718,30.041927,42.46901,1.6597316,34.42953,0.41,1
264,7.2,72.33388,30.209644,42.190083,1.6597316,34.16107,0.32,1
339,7.5,71.68558,30.461216,42.376034,1.6557047,34.496643,0.54,1
289,7.6,71.60454,30.628931,42.46901,1.6557047,34.42953,0.46,1
333,7.4,71.5235,29.958073,42.00413,1.6557047,35.033558,0.46,1
301,7.5,70.95624,30.96436,41.91116,1.6557047,34.697987,0.43,1
314,7.9,71.92869,31.299791,40.981403,1.6557047,33.62416,0.49,1
326,8.2,72.1718,31.299791,39.95868,1.6557047,33.422817,0.57,1
358,8.1,72.49595,31.383648,39.679752,1.6557047,33.15436,0.46,1
320,8,73.22528,30.96436,39.028927,1.6557047,32.818794,0.35,1
339,8,71.68558,31.467505,40.144627,1.6557047,33.691277,0.62,1
226,7.2,71.92869,31.551363,40.237602,1.6557047,33.422817,0.46,1
326,8.1,71.60454,31.299791,40.51653,1.6557047,33.8255,0.41,1
232,8.1,71.5235,31.299791,40.609505,1.6557047,33.959732,0.41,1
301,8,71.68558,30.712788,40.330578,1.6516778,34.295303,0.32,1
351,7.4,71.84765,31.383648,40.888428,1.6516778,33.691277,0.78,1
282,7.5,71.68558,31.215933,41.539257,1.6557047,33.892616,0.3,1
364,7.9,71.68558,31.467505,41.632233,1.6557047,33.758392,0.32,1
370,7.5,71.68558,31.63522,42.00413,1.6557047,33.55705,0.73,1
295,8,71.76661,31.802937,41.91116,1.6597316,33.422817,0.78,1
270,8.3,71.92869,31.551363,41.725204,1.6557047,33.355705,0.76,1
377,8.1,71.68558,31.132076,41.26033,1.6557047,33.959732,0.57,1
264,7.9,71.76661,31.97065,40.888428,1.6557047,33.221474,0.65,1
213,7.8,71.76661,31.467505,40.423553,1.6557047,33.62416,0.51,1
370,7.3,71.84765,31.886791,40.609505,1.6597316,33.15436,0.65,1
351,7.9,71.19935,32.72537,40.237602,1.6597316,33.08725,0.59,1
333,7.4,71.36143,33.144653,39.679752,1.6637585,32.684563,0.41,1
301,7.5,71.84765,33.144653,39.121902,1.6677853,32.214767,0.57,1
345,7.1,71.84765,33.22851,38.93595,1.6677853,32.080536,0.59,1
370,7.3,71.36143,33.396225,38.75,1.6637585,32.416107,0.49,1
339,7.5,72.25284,32.38994,38.0062,1.6597316,32.483223,0.65,1
377,7.8,72.33388,32.64151,37.727272,1.6557047,32.214767,0.86,1
351,7.9,72.09076,32.473793,37.820248,1.6557047,32.550335,0.57,1
339,7.5,71.92869,32.38994,37.820248,1.6557047,32.818794,0.59,1
201,7.8,70.95624,32.22222,37.169422,1.6557047,33.691277,0.65,1
345,7.9,71.36143,32.38994,36.05372,1.6516778,33.221474,0.65,1
333,7.3,71.19935,32.38994,35.681816,1.6476511,33.28859,0.46,1
351,7.5,72.1718,31.63522,34.659092,1.6597316,33.15436,0.3,1
295,8.2,72.49595,31.299791,34.28719,1.6557047,33.15436,0.49,1
282,8,71.92869,31.719076,34.28719,1.6597316,33.355705,0.78,1
257,7.4,71.76661,32.138367,35.03099,1.6597316,33.08725,0.1,1
270,7.9,71.60454,31.383648,34.659092,1.6557047,33.8255,0.78,1
289,7.3,71.84765,31.63522,34.101242,1.6557047,33.422817,1.07,1
301,7.8,72.1718,31.886791,34.008263,1.6516778,32.885906,0.88,1
295,7.2,72.09076,31.97065,34.84504,1.6476511,32.95302,0.39,1
276,7.3,71.84765,30.37736,36.42562,1.6436242,34.496643,0.88,1
326,7.9,71.60454,31.299791,36.332645,1.6315436,33.892616,0.49,1
270,7.5,71.68558,31.63522,36.98347,1.6275167,33.55705,0.1,1
289,8.1,71.36143,32.64151,37.076447,1.6315436,33.08725,0.68,1
314,8,71.28039,33.0608,35.867767,1.6395974,32.75168,1.07,1
345,7.9,72.33388,32.22222,35.588844,1.6476511,32.550335,0.78,1
307,7.3,72.73906,31.63522,35.774796,1.6597316,32.61745,0.2,1
339,7.2,71.60454,30.2935,36.146694,1.671812,34.697987,0.78,1
314,7.9,72.25284,32.55765,36.146694,1.671812,32.34899,0.1,1
333,7.4,72.41491,33.22851,35.774796,1.671812,31.677853,0.68,1
351,7.6,72.25284,33.480083,35.681816,1.671812,31.543625,1.07,1
358,7.8,72.09076,33.480083,35.681816,1.671812,31.744967,0.29,1
301,7.3,71.5235,34.318657,35.309917,1.675839,31.543625,0.78,1
326,7.4,71.84765,34.234802,35.588844,1.675839,31.342281,0.1,1
314,7.8,72.00972,33.6478,36.05372,1.675839,31.677853,0.88,1
320,7.94,72.1718,33.480083,36.05372,1.675839,31.677853,0.29,1
358,7.02,72.25284,33.22851,36.890495,1.675839,31.81208,0.68,1
345,7.85,72.00972,33.0608,37.262398,1.671812,32.214767,0.1,1
314,7.04,72.41491,33.144653,37.355373,1.6677853,31.744967,0.78,1
333,7.62,72.25284,32.89308,37.727272,1.6677853,32.080536,0.59,1
339,7.67,71.76661,32.30608,37.44835,1.671812,32.95302,0.39,1
326,7.88,72.00972,32.30608,37.169422,1.671812,32.75168,0.1,1
351,7.96,72.00972,32.30608,36.332645,1.6677853,32.75168,0.29,1
301,7.05,72.00972,31.97065,36.146694,1.6677853,32.95302,0.88,1
251,7.87,73.22528,33.31237,36.332645,1.6597316,30.939598,0.39,1
326,7.01,73.95462,33.396225,35.867767,1.6557047,30.268457,0.2,1
289,7.03,73.95462,33.396225,35.402893,1.6597316,30.268457,0.49,1
276,7.91,74.60292,33.731655,35.21694,1.6557047,29.395973,1.07,1
245,7.02,74.52188,33.480083,35.867767,1.6557047,29.731543,0.78,1
345,7.44,73.95462,34.737946,35.960747,1.6597316,29.19463,0.39,1
320,7.58,73.54944,34.654087,36.890495,1.6557047,29.597317,0.49,1
270,7.32,73.14425,34.234802,36.704544,1.6557047,30.268457,0.59,1
245,7.01,73.30632,34.150944,36.98347,1.6597316,30.201342,0.88,1
314,7.51,73.38736,34.067085,36.704544,1.6597316,30.268457,0.1,1
307,7.34,73.30632,34.318657,36.704544,1.6557047,30,1.07,1
326,7.37,72.98217,34.654087,36.704544,1.6516778,30.067116,0.78,1
320,7.41,73.22528,34.486374,36.518593,1.6516778,30.067116,0.59,1
345,7.43,73.38736,33.899372,36.146694,1.6476511,30.33557,0.68,1
307,7.52,73.54944,33.899372,35.960747,1.6476511,30.201342,0.2,1
295,7.35,73.4684,33.98323,36.704544,1.6395974,30.201342,0.39,1
276,7.47,73.22528,35.744236,35.774796,1.6315436,28.993288,1.07,1
301,8.19,72.90114,35.492664,34.659092,1.6516778,29.463087,0.29,1
282,7.38,73.38736,34.737946,34.84504,1.6597316,29.664429,0.88,1
295,7.35,73.4684,34.318657,35.21694,1.6637585,29.932886,0.49,1
326,8.02,73.79254,34.234802,34.84504,1.6677853,29.731543,0.78,1
358,7.42,73.71151,34.989517,34.008263,1.671812,29.261745,0.2,1
314,7.23,73.54944,34.905663,33.636364,1.6677853,29.395973,0.59,1
301,8.1,73.95462,35.157234,32.427685,1.671812,28.791946,0.1,1
220,7.29,74.84602,35.408806,31.311983,1.671812,27.852348,0.29,1
276,7.35,75.17018,34.821804,31.77686,1.671812,28.18792,0.68,1
282,7.34,75.17018,33.98323,31.96281,1.671812,28.85906,0.88,1
264,7.9,75.49432,33.396225,31.869833,1.671812,28.993288,0.39,1
226,7.37,74.68396,32.97694,32.892563,1.675839,30.067116,0.49,1
213,7.41,74.84602,33.563942,32.613636,1.6677853,29.395973,1.07,1
201,7.43,75.17018,34.570232,32.52066,1.6597316,28.322147,0.78,1
207,7.52,74.60292,34.737946,32.892563,1.6516778,28.657719,0.68,1
220,7.35,74.84602,35.744236,33.357437,1.6597316,27.651007,0.68,1
276,7.47,74.84602,35.660378,33.357437,1.6597316,27.71812,0.49,1
226,8.19,74.60292,35.828094,33.822315,1.6436242,27.785234,0.68,1
207,7.38,74.52188,35.324947,33.822315,1.6395974,28.255033,0.1,1
270,7.35,74.44084,35.828094,32.985535,1.6395974,27.919462,0.59,1
295,8.02,74.44084,36.58281,32.427685,1.6557047,27.315437,0.49,1
238,7.42,74.44084,35.995808,32.055786,1.6677853,27.785234,0.88,1
207,7.23,74.68396,35.828094,32.52066,1.6677853,27.71812,0.39,1
232,7.29,74.19773,34.821804,32.892563,1.675839,28.926174,0.1,1
289,7.35,73.95462,34.905663,32.33471,1.671812,28.993288,0.88,1
207,7.29,73.95462,34.821804,32.799587,1.6637585,29.19463,0.59,1
238,7.28,74.44084,34.737946,31.77686,1.6637585,28.724833,0.1,1
201,7.25,76.953,32.38994,30.754131,1.6677853,28.590605,1.07,1
238,7.41,76.790924,32.138367,31.404959,1.671812,28.85906,0.88,1
201,7.28,77.601295,31.04822,31.96281,1.675839,29.127518,0.39,1
232,7.45,77.682335,30.712788,31.869833,1.6798658,29.32886,0.59,1
226,7.29,78.33063,30.880505,31.590908,1.675839,28.657719,0.1,1
238,7.43,78.49271,31.719076,31.21901,1.671812,27.852348,0.88,1
213,7.37,78.49271,31.802937,30.568182,1.6637585,27.785234,0.39,1
226,7.34,78.249596,31.802937,30.568182,1.6637585,27.986578,0.88,1
213,7.41,75.0081,32.89308,30.475206,1.6395974,29.798658,0.49,1
333,7.43,74.92706,32.89308,30.289255,1.6436242,29.865772,0.49,1
270,7.55,74.68396,33.22851,29.917355,1.6395974,29.865772,0.29,1
264,7.24,74.3598,32.64151,30.19628,1.6395974,30.604027,0.59,1
276,7.62,77.52026,30.712788,28.70868,1.6395974,29.463087,0.59,1
295,8.4,77.682335,30.796644,28.801651,1.6355705,29.32886,0.39,1
282,7.95,77.358185,30.628931,27.964874,1.6436242,29.664429,0.59,1
270,7.47,77.439224,30.880505,26.942148,1.6476511,29.395973,0.78,1
289,7.18,77.034035,29.454926,27.035124,1.6557047,30.872482,0.1,1
301,7.2,77.034035,29.03564,27.5,1.6516778,31.208054,0.59,1
295,7.12,77.19611,29.119495,27.592976,1.6516778,31.00671,0.2,1
276,7.01,77.439224,29.371069,27.871902,1.6516778,30.536915,1.17,1
270,7,77.19611,30.545073,26.942148,1.6516778,29.865772,0.1,1
289,7.01,77.19611,30.628931,26.291323,1.6557047,29.798658,0.29,1
314,7,77.115074,30.545073,26.384298,1.6516778,29.932886,0.68,1
345,7,77.52026,30.545073,27.221075,1.6476511,29.597317,0.1,1
307,7.02,80.03241,29.538784,26.105371,1.6677853,28.322147,0.2,1
339,7,79.70827,29.454926,27.035124,1.6677853,28.657719,0.98,1
314,7.03,79.78931,29.454926,26.942148,1.6677853,28.590605,1.07,1
358,7.01,79.30308,30.2935,27.314049,1.6516778,28.322147,0.68,1
301,7,80.19449,29.371069,26.663223,1.6436242,28.322147,0.98,1
314,7.41,78.81685,29.958073,27.221075,1.6395974,29.060404,0.29,1
320,7.94,79.05997,29.454926,27.68595,1.6395974,29.19463,0.98,1
339,7.67,79.222046,29.538784,26.942148,1.6436242,28.993288,0.88,1
326,7.88,79.70827,29.03564,27.221075,1.6395974,28.993288,0.39,1
351,7.96,79.70827,29.958073,27.407024,1.6436242,28.255033,0.29,1
264,7.24,80.35657,29.958073,27.314049,1.6557047,27.71812,0.1,1
276,7.62,80.35657,30.041927,27.314049,1.6557047,27.651007,0.49,1
138,7.68,78.249596,30.545073,26.570248,1.671812,28.993288,0.78,2
88,7.46,77.682335,30.96436,26.384298,1.671812,29.127518,1,2
320,7.62,78.249596,30.796644,26.477272,1.671812,28.791946,0.39,2
333,7.45,79.05997,30.628931,26.198347,1.671812,28.255033,0.2,2
351,7.58,77.52026,31.467505,25.640495,1.675839,28.85906,1.07,2
320,7.68,77.19611,31.802937,25.547522,1.671812,28.791946,0.78,2
339,7.73,77.277145,31.63522,25.454546,1.671812,28.993288,0.88,2
358,11.15,76.790924,31.63522,24.617767,1.675839,29.261745,0.49,2
333,8.26,77.682335,31.97065,24.338842,1.6798658,28.389261,1.17,2
320,7.38,77.277145,32.55765,24.431818,1.6798658,28.18792,0.88,2
370,8.1,77.19611,32.64151,24.617767,1.6798658,28.18792,0.46,2
301,7.9,77.52026,33.144653,24.431818,1.6798658,27.516779,0.51,2
314,7.4,77.76337,32.64151,24.524794,1.6798658,27.71812,0.19,2
270,7.8,77.439224,32.809223,24.617767,1.6798658,27.852348,0.51,2
320,7.5,77.52026,32.55765,24.710745,1.675839,27.986578,0.49,2
345,7.1,77.439224,32.05451,25.268595,1.675839,28.456375,0.38,2
370,8.1,77.844406,32.55765,24.617767,1.675839,27.785234,0.51,2
339,8.3,77.925446,32.22222,24.524794,1.6677853,27.919462,0.32,2
383,8.1,78.573746,32.22222,24.617767,1.675839,27.38255,0.65,2
383,7.8,78.33063,32.30608,24.710745,1.675839,27.516779,0.62,2
377,7.8,77.844406,32.38994,26.198347,1.6798658,27.852348,0.54,2
364,7.3,77.682335,32.64151,26.477272,1.6838927,27.785234,0.7,2
358,7.3,77.76337,32.55765,26.663223,1.6838927,27.785234,0.62,2
333,7.43,77.439224,32.55765,26.384298,1.6879195,28.120806,0.88,2
358,7.8,77.115074,34.067085,24.803719,1.6879195,27.114094,0.49,2
195,7.34,77.358185,34.150944,24.524794,1.6838927,26.845638,1.27,2
345,7.37,76.87196,34.905663,24.059917,1.6879195,26.644295,0.2,2
314,7.41,76.54781,34.821804,24.245867,1.6919463,26.979866,0.68,2
320,7.38,76.87196,35.324947,24.245867,1.6879195,26.308725,0.68,2
333,8.26,77.115074,35.408806,24.245867,1.6879195,26.040268,1.17,2
326,7.13,77.034035,34.654087,24.338842,1.6879195,26.711409,0.88,2
333,7.1,76.87196,34.570232,24.338842,1.6838927,26.91275,0.88,2
351,7.82,76.061584,35.073376,24.896694,1.6798658,27.248322,0.39,2
326,7.33,75.89951,34.905663,24.98967,1.6798658,27.449663,0.1,2
358,7.02,76.54781,33.899372,25.082644,1.6798658,27.71812,1.27,2
345,7.85,75.89951,34.402515,25.268595,1.6798658,27.852348,0.1,2
314,7.04,75.818474,34.821804,24.617767,1.6798658,27.583893,0.68,2
333,7.62,75.89951,34.150944,24.896694,1.6798658,28.053692,0.49,2
320,7.38,75.89951,33.815514,24.617767,1.675839,28.322147,1.07,2
138,7.68,75.818474,33.6478,24.431818,1.675839,28.52349,0.78,2
138,7.68,75.413284,33.563942,24.617767,1.675839,28.926174,0.78,2
358,7.02,74.92706,34.067085,24.524794,1.675839,28.926174,1.27,2
345,7.85,74.92706,34.067085,24.710745,1.671812,28.926174,0.1,2
314,7.04,74.76499,34.486374,25.36157,1.671812,28.791946,0.68,2
333,7.62,70.14587,30.461216,27.964874,1.6154363,35.771812,0.49,2
326,7.33,70.632095,29.790356,27.592976,1.6154363,35.90604,0.1,2
326,7.13,69.74068,32.138367,27.964874,1.6154363,34.7651,0.88,2
333,8.26,69.983795,32.64151,28.150827,1.6154363,34.16107,1.17,2
320,7.38,70.064835,32.809223,28.429752,1.6154363,34.026844,0.68,2
333,7.43,70.064835,32.72537,28.429752,1.6154363,34.026844,0.88,2
358,7.8,70.551056,30.796644,28.987604,1.6194632,35.167786,0.49,2
138,7.68,70.8752,30.461216,28.801651,1.6194632,35.167786,0.78,2
88,7.46,71.03728,30.37736,28.987604,1.6194632,35.10067,1,2
320,7.62,70.95624,30.2935,29.359503,1.6154363,35.302013,0.39,2
333,7.45,70.8752,29.454926,29.080578,1.6154363,35.973156,0.2,2
351,7.58,70.14587,29.790356,28.801651,1.6194632,36.308723,1.07,2
320,7.68,70.226906,29.7065,28.801651,1.6194632,36.308723,0.78,2
339,7.73,69.092384,30.712788,29.359503,1.6194632,36.44295,0.88,2
358,11.15,68.606155,31.383648,30.01033,1.62349,36.37584,0.49,2
333,8.26,68.687195,30.712788,29.917355,1.62349,36.778526,1.17,2
320,7.38,68.687195,30.796644,29.82438,1.62349,36.71141,0.88,2
370,8.1,68.93031,31.04822,29.638428,1.62349,36.308723,0.46,2
301,7.9,68.768234,31.886791,29.545456,1.62349,35.771812,0.51,2
314,7.4,68.84927,31.719076,29.638428,1.62349,35.83893,0.19,2
270,7.8,68.768234,31.551363,29.452478,1.62349,36.040268,0.51,2
320,7.5,68.687195,31.886791,29.452478,1.62349,35.90604,0.49,2
345,7.1,69.335495,31.97065,29.359503,1.62349,35.2349,0.38,2
370,8.1,69.659645,31.63522,28.894629,1.6194632,35.2349,0.51,2
339,8.3,69.74068,31.63522,29.080578,1.62349,35.10067,0.32,2
383,8.1,69.578606,32.38994,29.638428,1.6194632,34.697987,0.65,2
383,7.8,69.578606,32.30608,29.452478,1.6194632,34.7651,0.62,2
377,7.8,69.578606,32.30608,29.638428,1.6194632,34.7651,0.54,2
364,7.3,69.659645,32.38994,29.545456,1.62349,34.630875,0.7,2
358,7.3,69.335495,33.31237,29.359503,1.6275167,34.228188,0.62,2
333,7.43,69.173416,33.22851,29.452478,1.6275167,34.362415,0.88,2
358,7.8,69.416534,32.89308,29.638428,1.6315436,34.42953,0.49,2
195,7.34,69.173416,33.144653,29.638428,1.6275167,34.496643,1.27,2
345,7.37,69.011345,32.809223,29.359503,1.6275167,34.89933,0.2,2
314,7.41,69.011345,32.72537,29.26653,1.6315436,34.89933,0.68,2
320,7.38,68.84927,33.144653,29.452478,1.6275167,34.7651,0.68,2
333,8.26,69.173416,33.144653,29.080578,1.62349,34.42953,1.17,2
326,7.13,69.254456,32.89308,29.731405,1.62349,34.56376,0.88,2
333,7.1,69.254456,33.396225,30.289255,1.62349,34.16107,0.88,2
351,7.82,69.254456,32.38994,30.940083,1.6194632,34.966442,0.39,2
326,7.33,68.84927,32.22222,30.01033,1.6194632,35.43624,0.1,2
358,7.02,68.93031,31.383648,30.475206,1.6154363,36.107384,1.27,2
345,7.85,69.092384,31.215933,30.01033,1.6154363,36.040268,0.1,2
314,7.04,70.38898,30.2935,29.731405,1.6114094,35.704697,0.68,2
333,7.62,71.28039,31.04822,29.173553,1.6154363,34.362415,0.49,2
320,7.38,70.14587,30.125788,27.964874,1.6154363,36.040268,1.07,2
138,7.68,70.064835,29.7065,28.150827,1.6114094,36.44295,0.78,2
138,7.68,70.064835,29.454926,28.057852,1.6114094,36.644295,0.78,2
358,7.02,70.14587,29.454926,29.917355,1.6154363,36.577183,1.27,2
345,7.85,69.74068,29.538784,29.917355,1.6114094,36.84564,0.1,2
314,7.04,69.416534,30.125788,29.545456,1.6154363,36.644295,0.68,2
333,7.62,69.173416,29.874214,29.917355,1.6073825,37.04698,0.49,2
326,7.33,69.335495,29.287212,30.103306,1.6073825,37.38255,0.1,2
326,7.13,70.632095,29.03564,31.311983,1.6033558,36.510067,0.88,2
333,8.26,71.19935,29.371069,31.404959,1.6073825,35.771812,1.17,2
320,7.38,71.03728,30.37736,30.382233,1.6073825,35.10067,0.68,2
333,7.43,71.19935,30.545073,29.82438,1.6114094,34.832214,0.88,2
358,7.8,71.03728,30.880505,29.731405,1.6114094,34.697987,0.49,2
138,7.68,70.632095,31.132076,29.82438,1.6154363,34.832214,0.78,2
88,7.46,71.11832,29.874214,30.568182,1.6154363,35.43624,1,2
320,7.62,71.11832,30.125788,30.568182,1.6114094,35.2349,0.39,2
333,7.45,71.36143,28.784067,30.475206,1.6114094,36.107384,0.2,2
351,7.58,71.28039,28.951782,30.847107,1.6073825,36.107384,1.07,2
320,7.68,70.8752,28.951782,31.033056,1.6073825,36.308723,0.78,2
339,7.73,70.38898,29.119495,31.21901,1.6114094,36.644295,0.88,2
358,11.15,72.00972,28.197063,29.731405,1.6073825,36.040268,0.49,2
333,8.26,72.41491,28.36478,29.638428,1.6114094,35.57047,1.17,2
320,7.38,72.09076,28.113209,29.82438,1.6073825,36.040268,0.88,2
370,8.1,72.65802,27.861635,30.19628,1.6073825,35.771812,0.46,2
301,7.9,71.5235,29.287212,30.01033,1.6073825,35.57047,0.51,2
314,7.4,71.36143,30.041927,30.103306,1.6073825,35.10067,0.19,2
270,7.8,71.5235,29.7065,30.103306,1.6073825,35.167786,0.51,2
320,7.5,71.60454,30.125788,29.545456,1.6114094,34.832214,0.49,2
345,7.1,71.36143,29.622643,29.917355,1.6194632,35.43624,0.38,2
370,8.1,70.95624,29.790356,29.82438,1.62349,35.637585,0.51,2
339,8.3,71.11832,30.209644,30.19628,1.6194632,35.10067,0.32,2
383,8.1,71.03728,30.796644,30.103306,1.6194632,34.7651,0.65,2
383,7.8,72.1718,29.03564,29.82438,1.6154363,35.2349,0.62,2
377,7.8,72.98217,28.784067,29.638428,1.6154363,34.7651,0.54,2
364,7.3,72.57698,29.119495,29.638428,1.6154363,34.832214,0.7,2
