N,ph,sand,silt,cec,bulk density,clay,soc,fertility
358,7.3,72.1718,29.03564,29.545456,1.6154363,35.2349,0.62,2
333,7.43,72.00972,28.70021,30.19628,1.6114094,35.637585,0.88,2
358,7.8,72.09076,28.867924,30.103306,1.6114094,35.503357,0.49,2
195,7.34,72.00972,28.784067,29.82438,1.6114094,35.637585,1.27,2
345,7.37,72.65802,29.454926,29.545456,1.6073825,34.42953,0.2,2
314,7.41,72.57698,29.7065,29.173553,1.6154363,34.362415,0.68,2
320,7.38,72.73906,29.203354,28.70868,1.6154363,34.630875,0.68,2
333,8.26,72.98217,29.7065,29.638428,1.6114094,34.026844,1.17,2
326,7.13,72.73906,29.119495,29.545456,1.6073825,34.7651,0.88,2
333,7.1,72.00972,28.951782,30.01033,1.6073825,35.369125,0.88,2
351,7.82,72.09076,29.03564,29.82438,1.6073825,35.302013,0.39,2
326,7.33,72.09076,29.03564,29.545456,1.6073825,35.302013,0.1,2
358,7.02,72.33388,28.70021,30.568182,1.6114094,35.369125,1.27,2
345,7.85,72.49595,28.867924,31.21901,1.6114094,35.10067,0.1,2
314,7.04,72.65802,28.280922,31.590908,1.6114094,35.503357,0.68,2
333,7.62,72.57698,28.197063,31.497934,1.6114094,35.57047,0.49,2
320,7.38,72.57698,27.861635,31.683884,1.6114094,35.90604,1.07,2
138,7.68,72.65802,27.69392,32.148758,1.6073825,35.83893,0.78,2
138,7.68,72.49595,27.945492,31.96281,1.6114094,35.83893,0.78,2
358,7.02,72.41491,28.36478,31.311983,1.6114094,35.57047,1.27,2
345,7.85,72.41491,28.448637,30.847107,1.6114094,35.43624,0.1,2
314,7.04,72.25284,28.951782,31.869833,1.5953021,35.2349,0.68,2
333,7.62,71.84765,29.287212,31.590908,1.5953021,35.302013,0.49,2
326,7.33,71.76661,29.454926,31.033056,1.5953021,35.2349,0.1,2
326,7.13,72.25284,29.622643,31.497934,1.5953021,34.7651,0.88,2
333,8.26,70.79417,31.719076,30.289255,1.5953021,34.295303,1.17,2
320,7.38,70.38898,32.30608,30.847107,1.5953021,34.09396,0.68,2
333,7.43,70.95624,32.473793,30.382233,1.5993289,33.489933,0.88,2
358,7.8,71.11832,32.30608,30.475206,1.5993289,33.489933,0.49,2
138,7.68,70.71313,33.396225,30.19628,1.6033558,32.95302,0.78,2
88,7.46,70.47002,32.809223,29.545456,1.6033558,33.62416,1,2
320,7.62,70.226906,32.22222,30.19628,1.6033558,34.295303,0.39,2
333,7.45,71.03728,32.138367,29.638428,1.6033558,33.691277,0.2,2
351,7.58,71.44246,32.72537,30.568182,1.6073825,32.885906,1.07,2
320,7.68,71.36143,33.396225,30.847107,1.6114094,32.416107,0.78,2
339,7.73,71.36143,33.31237,30.754131,1.6073825,32.483223,0.88,2
358,11.15,71.19935,32.97694,30.661158,1.6073825,32.95302,0.49,2
333,8.26,72.57698,30.880505,30.475206,1.6033558,33.422817,1.17,2
320,7.38,73.14425,31.04822,30.382233,1.6033558,32.818794,0.88,2
370,8.1,73.30632,30.96436,29.917355,1.5993289,32.684563,0.46,2
301,7.9,72.49595,31.04822,29.731405,1.5993289,33.28859,0.51,2
314,7.4,72.73906,31.132076,30.475206,1.6073825,33.15436,0.19,2
270,7.8,73.06321,30.37736,30.661158,1.5993289,33.422817,0.51,2
320,7.5,72.90114,30.880505,30.01033,1.5993289,33.15436,0.49,2
345,7.1,72.1718,32.22222,29.82438,1.5993289,32.684563,0.38,2
370,8.1,70.8752,32.55765,29.545456,1.5993289,33.489933,0.51,2
339,8.3,70.14587,33.563942,29.080578,1.5993289,33.28859,0.32,2
383,8.1,70.064835,33.144653,29.26653,1.5993289,33.691277,0.65,2
383,7.8,70.14587,33.22851,29.26653,1.5993289,33.62416,0.62,2
377,7.8,70.95624,31.719076,30.19628,1.6073825,34.09396,0.54,2
364,7.3,70.47002,32.72537,30.475206,1.5993289,33.691277,0.7,2
358,7.3,70.71313,31.97065,29.545456,1.6033558,34.16107,0.62,2
333,7.43,69.82172,33.22851,30.19628,1.5953021,33.8255,0.88,2
358,7.8,70.632095,33.144653,30.289255,1.5953021,33.28859,0.49,2
195,7.34,70.551056,33.815514,30.661158,1.5953021,32.75168,1.27,2
345,7.37,70.632095,34.234802,30.661158,1.5953021,32.28188,0.2,2
314,7.41,70.551056,34.150944,30.289255,1.5912752,32.483223,0.68,2
320,7.38,70.307945,33.144653,29.917355,1.5993289,33.55705,0.68,2
333,8.26,71.11832,31.97065,30.01033,1.5953021,33.758392,1.17,2
326,7.13,70.551056,32.97694,30.940083,1.5832216,33.422817,0.88,2
333,7.1,70.064835,32.89308,30.289255,1.5751678,33.8255,0.88,2
351,7.82,70.95624,30.628931,29.359503,1.5832216,34.89933,0.39,2
326,7.33,71.03728,30.2935,29.359503,1.5912752,35.167786,0.1,2
358,7.02,71.60454,29.622643,29.638428,1.5953021,35.2349,1.27,2
345,7.85,72.41491,29.538784,29.26653,1.5993289,34.630875,0.1,2
314,7.04,71.60454,30.125788,30.661158,1.6033558,34.89933,0.68,2
333,7.62,72.25284,28.02935,29.731405,1.5993289,35.973156,0.49,2
320,7.38,72.09076,29.7065,30.475206,1.5993289,34.7651,1.07,2
138,7.68,70.632095,31.467505,30.103306,1.5993289,34.630875,0.78,2
138,7.68,70.632095,31.802937,30.289255,1.6114094,34.295303,0.78,2
358,7.02,71.60454,29.874214,30.103306,1.6114094,35.10067,1.27,2
345,7.85,71.36143,29.538784,31.033056,1.6154363,35.503357,0.1,2
314,7.04,71.44246,30.96436,30.661158,1.6194632,34.295303,0.68,2
333,7.62,72.25284,30.796644,32.055786,1.6114094,33.758392,0.49,2
326,7.33,72.49595,31.04822,32.148758,1.6114094,33.355705,0.1,2
326,7.13,72.49595,31.132076,32.241737,1.6154363,33.28859,0.88,2
333,8.26,71.5235,32.05451,31.77686,1.6114094,33.422817,1.17,2
320,7.38,71.60454,32.97694,32.52066,1.6154363,32.61745,0.68,2
333,7.43,71.68558,32.64151,32.427685,1.6154363,32.684563,0.88,2
358,7.8,71.44246,33.731655,31.404959,1.6154363,32.14765,0.49,2
138,7.68,70.8752,33.480083,31.404959,1.6194632,32.75168,0.78,2
88,7.46,71.28039,32.97694,32.33471,1.6114094,32.75168,1,2
320,7.62,70.79417,33.22851,30.661158,1.6154363,33.020134,0.39,2
333,7.45,70.47002,32.89308,30.475206,1.6114094,33.55705,0.2,2
351,7.58,70.47002,33.6478,30.940083,1.6154363,32.95302,1.07,2
320,7.68,70.95624,33.480083,30.847107,1.6154363,32.684563,0.78,2
339,7.73,70.632095,32.89308,30.847107,1.6154363,33.422817,0.88,2
358,11.15,71.03728,33.31237,31.404959,1.6154363,32.818794,0.49,2
333,8.26,71.28039,33.396225,31.96281,1.6154363,32.483223,1.17,2
320,7.38,71.36143,33.396225,33.357437,1.6154363,32.416107,0.88,2
370,8.1,71.19935,33.396225,33.264465,1.6154363,32.550335,0.46,2
301,7.9,70.79417,33.22851,32.892563,1.6194632,33.020134,0.51,2
314,7.4,70.632095,33.731655,32.613636,1.6194632,32.818794,0.19,2
270,7.8,69.578606,33.899372,31.96281,1.6154363,33.55705,0.51,2
320,7.5,69.659645,34.150944,32.427685,1.6154363,33.221474,0.49,2
345,7.1,70.307945,34.486374,31.869833,1.6154363,32.416107,0.38,2
370,8.1,70.14587,33.563942,32.055786,1.6194632,33.28859,0.51,2
339,8.3,69.902756,33.899372,31.590908,1.6154363,33.221474,0.32,2
383,8.1,69.74068,33.396225,32.055786,1.6194632,33.758392,0.65,2
383,7.8,69.983795,33.396225,31.77686,1.6194632,33.55705,0.62,2
377,7.8,69.902756,33.480083,32.33471,1.6194632,33.55705,0.54,2
364,7.3,69.335495,33.22851,31.869833,1.6194632,34.228188,0.7,2
358,7.3,69.173416,33.480083,30.382233,1.6154363,34.16107,0.62,2
333,7.43,69.254456,33.22851,30.103306,1.6154363,34.295303,0.88,2
358,7.8,69.497574,32.97694,29.545456,1.6154363,34.295303,0.49,2
195,7.34,69.092384,32.138367,30.19628,1.6194632,35.302013,1.27,2
345,7.37,69.173416,31.97065,30.19628,1.6194632,35.369125,0.2,2
314,7.41,68.768234,31.886791,30.382233,1.6194632,35.704697,0.68,2
320,7.38,68.606155,32.38994,29.731405,1.6154363,35.503357,0.68,2
333,8.26,69.011345,32.05451,30.01033,1.6114094,35.43624,1.17,2
326,7.13,69.092384,32.138367,29.917355,1.6154363,35.302013,0.88,2
333,7.1,68.687195,32.473793,29.638428,1.6114094,35.369125,0.88,2
351,7.82,68.687195,32.38994,28.243801,1.6194632,35.43624,0.39,2
326,7.33,69.092384,33.0608,29.82438,1.6154363,34.56376,0.1,2
358,7.02,68.84927,32.97694,30.19628,1.6154363,34.7651,1.27,2
345,7.85,68.93031,33.22851,29.452478,1.6194632,34.56376,0.1,2
314,7.04,68.52512,33.480083,29.82438,1.6194632,34.630875,0.68,2
333,7.62,68.52512,32.138367,29.545456,1.6194632,35.771812,0.49,2
320,7.38,69.497574,31.886791,28.894629,1.6154363,35.167786,1.07,2
138,7.68,69.578606,31.719076,29.26653,1.6154363,35.2349,0.78,2
138,7.68,68.93031,31.886791,30.103306,1.62349,35.637585,0.78,2
358,7.02,69.416534,31.215933,30.382233,1.6275167,35.771812,1.27,2
345,7.85,69.74068,30.96436,29.545456,1.6275167,35.704697,0.1,2
314,7.04,69.335495,30.628931,29.26653,1.6315436,36.308723,0.68,2
333,7.62,68.84927,29.874214,29.080578,1.6315436,37.315437,0.49,2
326,7.33,69.092384,29.790356,28.801651,1.6315436,37.114094,0.1,2
326,7.13,69.092384,29.454926,29.26653,1.6315436,37.38255,0.88,2
333,8.26,69.416534,29.538784,28.615702,1.62349,37.114094,1.17,2
320,7.38,68.687195,28.867924,28.70868,1.6275167,38.255035,0.68,2
333,7.43,68.606155,28.784067,28.894629,1.62349,38.38926,0.88,2
358,7.8,69.011345,28.784067,28.894629,1.6154363,38.05369,0.49,2
138,7.68,69.173416,28.784067,28.522726,1.6154363,37.919464,0.78,2
88,7.46,69.416534,30.209644,28.336777,1.6194632,36.510067,1,2
320,7.62,69.335495,30.125788,28.243801,1.6275167,36.644295,0.39,2
333,7.45,69.74068,29.287212,28.243801,1.6275167,37.04698,0.2,2
351,7.58,69.497574,29.538784,28.243801,1.6275167,37.04698,1.07,2
320,7.68,70.226906,29.538784,28.336777,1.6275167,36.44295,0.78,2
339,7.73,70.551056,29.03564,29.080578,1.6315436,36.577183,0.88,2
358,11.15,71.03728,28.532494,29.731405,1.6315436,36.577183,0.49,2
333,8.26,70.8752,29.03564,29.359503,1.6315436,36.37584,1.17,2
320,7.38,70.79417,29.03564,28.150827,1.6355705,36.37584,0.88,2
370,8.1,70.632095,29.03564,28.615702,1.6355705,36.44295,0.46,2
301,7.9,70.71313,29.287212,28.057852,1.6355705,36.241608,0.51,2
314,7.4,70.632095,29.119495,27.871902,1.6355705,36.44295,0.19,2
270,7.8,72.25284,29.203354,28.987604,1.6355705,35.033558,0.51,2
320,7.5,71.76661,30.209644,29.452478,1.6395974,34.697987,0.49,2
345,7.1,71.68558,30.461216,29.359503,1.6395974,34.496643,0.38,2
370,8.1,71.19935,30.37736,29.545456,1.6355705,34.966442,0.51,2
339,8.3,70.71313,30.2935,30.01033,1.6395974,35.43624,0.32,2
383,8.1,70.632095,30.041927,30.103306,1.6395974,35.704697,0.65,2
383,7.8,70.79417,30.37736,30.103306,1.6355705,35.302013,0.62,2
377,7.8,70.79417,30.37736,30.568182,1.6355705,35.369125,0.54,2
364,7.3,69.902756,30.880505,31.96281,1.6315436,35.637585,0.7,2
358,7.3,70.064835,30.628931,32.799587,1.6355705,35.704697,0.62,2
333,7.43,69.659645,30.96436,32.33471,1.6355705,35.771812,0.88,2
358,7.8,69.902756,30.96436,32.148758,1.6315436,35.57047,0.49,2
195,7.34,69.74068,31.04822,32.613636,1.6315436,35.57047,1.27,2
345,7.37,69.578606,30.880505,33.54339,1.6355705,35.83893,0.2,2
314,7.41,70.14587,30.712788,33.264465,1.6355705,35.57047,0.68,2
320,7.38,70.064835,31.04822,32.985535,1.6355705,35.369125,0.68,2
333,8.26,69.416534,31.132076,32.52066,1.6315436,35.83893,1.17,2
326,7.13,69.659645,30.2935,32.148758,1.6355705,36.241608,0.88,2
333,7.1,69.74068,30.545073,31.404959,1.6355705,35.973156,0.88,2
351,7.82,69.902756,30.209644,31.77686,1.6315436,36.1745,0.39,2
326,7.33,70.307945,31.299791,31.497934,1.6275167,34.966442,0.1,2
358,7.02,70.307945,31.215933,30.289255,1.6315436,35.033558,1.27,2
345,7.85,70.47002,31.215933,30.382233,1.6315436,34.89933,0.1,2
314,7.04,70.226906,31.383648,29.26653,1.6355705,34.966442,0.68,2
333,7.62,70.38898,30.628931,28.70868,1.6355705,35.43624,0.49,2
320,7.38,70.307945,30.96436,29.638428,1.6395974,35.2349,1.07,2
138,7.68,70.226906,30.96436,29.82438,1.6355705,35.302013,0.78,2
138,7.68,70.551056,30.545073,28.429752,1.6355705,35.369125,0.78,2
358,7.02,69.983795,31.299791,28.243801,1.6355705,35.2349,1.27,2
345,7.85,69.983795,31.383648,28.150827,1.6315436,35.2349,0.1,2
314,7.04,69.983795,31.04822,27.5,1.6275167,35.43624,0.68,2
333,7.62,70.226906,30.628931,27.407024,1.6275167,35.57047,0.49,2
326,7.33,69.659645,30.37736,28.336777,1.6275167,36.241608,0.1,2
326,7.13,69.497574,29.958073,28.057852,1.62349,36.71141,0.88,2
333,8.26,69.092384,30.628931,28.429752,1.6275167,36.510067,1.17,2
320,7.38,69.092384,30.712788,27.592976,1.62349,36.44295,0.68,2
333,7.43,69.254456,31.467505,27.5,1.6275167,35.704697,0.88,2
358,7.8,69.335495,31.132076,27.592976,1.6275167,35.90604,0.49,2
138,7.68,69.011345,31.886791,27.221075,1.62349,35.57047,0.78,2
88,7.46,69.011345,32.473793,27.778925,1.6194632,35.10067,1,2
320,7.62,69.74068,30.96436,27.68595,1.6154363,35.704697,0.39,2
333,7.45,69.902756,30.880505,27.592976,1.6154363,35.637585,0.2,2
351,7.58,70.064835,31.132076,27.778925,1.6114094,35.302013,1.07,2
320,7.68,69.983795,31.04822,28.429752,1.6114094,35.369125,0.78,2
339,7.73,70.95624,29.119495,28.615702,1.6073825,36.1745,0.88,2
358,11.15,71.5235,29.119495,28.522726,1.6114094,35.704697,0.49,2
333,8.26,71.5235,29.03564,28.894629,1.6114094,35.771812,1.17,2
320,7.38,72.09076,28.951782,28.522726,1.6114094,35.302013,0.88,2
370,8.1,72.33388,29.03564,27.964874,1.6154363,35.10067,0.46,2
301,7.9,72.41491,28.70021,27.1281,1.62349,35.302013,0.51,2
314,7.4,72.1718,28.867924,26.849174,1.62349,35.369125,0.19,2
270,7.8,72.33388,29.538784,27.035124,1.6194632,34.697987,0.51,2
320,7.5,72.25284,28.616352,27.68595,1.62349,35.503357,0.49,2
345,7.1,72.00972,28.448637,27.221075,1.62349,35.83893,0.38,2
370,8.1,71.84765,28.70021,27.778925,1.62349,35.771812,0.51,2
339,8.3,71.36143,29.538784,27.778925,1.6275167,35.503357,0.32,2
383,8.1,71.36143,29.119495,27.871902,1.6154363,35.83893,0.65,2
383,7.8,71.19935,29.287212,27.68595,1.6194632,35.83893,0.62,2
377,7.8,70.95624,29.622643,28.243801,1.6194632,35.771812,0.54,2
364,7.3,70.95624,29.538784,29.26653,1.6194632,35.771812,0.7,2
358,7.3,70.79417,30.880505,28.801651,1.62349,34.89933,0.62,2
333,7.43,70.632095,30.880505,28.801651,1.62349,35.033558,0.88,2
358,7.8,70.71313,31.467505,28.894629,1.62349,34.56376,0.49,2
195,7.34,71.28039,31.383648,28.615702,1.62349,34.09396,1.27,2
345,7.37,72.09076,31.97065,28.615702,1.62349,32.95302,0.2,2
314,7.41,71.84765,32.30608,28.429752,1.62349,32.885906,0.68,2
320,7.38,71.76661,32.38994,28.150827,1.62349,32.885906,0.68,2
333,8.26,71.03728,32.473793,27.68595,1.62349,33.422817,1.17,2
326,7.13,71.11832,31.802937,27.592976,1.62349,33.892616,0.88,2
333,7.1,71.60454,32.05451,27.5,1.62349,33.28859,0.88,2
351,7.82,71.19935,32.473793,27.221075,1.6275167,33.355705,0.39,2
326,7.33,71.5235,31.63522,27.314049,1.62349,33.691277,0.1,2
358,7.02,72.90114,32.473793,26.756199,1.6275167,31.879194,1.27,2
345,7.85,72.41491,33.144653,27.68595,1.6275167,31.744967,0.1,2
314,7.04,72.73906,33.396225,27.592976,1.6275167,31.342281,0.68,2
333,7.62,73.22528,32.30608,26.942148,1.6275167,31.744967,0.49,2
320,7.38,72.33388,31.299791,27.1281,1.6275167,33.28859,1.07,2
138,7.68,72.57698,30.712788,27.035124,1.6275167,33.489933,0.78,2
138,7.68,74.19773,29.287212,28.615702,1.6275167,33.355705,0.78,2
358,7.02,73.79254,29.790356,27.68595,1.6315436,33.28859,1.27,2
345,7.85,74.60292,29.790356,27.1281,1.6275167,32.61745,0.1,2
314,7.04,74.84602,29.790356,27.68595,1.6275167,32.34899,0.68,2
333,7.62,75.33225,29.874214,27.1281,1.62349,31.946308,0.49,2
326,7.33,75.08914,29.538784,27.871902,1.6275167,32.483223,0.1,2
326,7.13,74.03566,29.03564,26.942148,1.6315436,33.62416,0.88,2
333,8.26,73.63047,29.874214,26.849174,1.6315436,33.355705,1.17,2
320,7.38,73.06321,30.2935,27.221075,1.6355705,33.55705,0.68,2
333,7.43,72.49595,30.796644,27.221075,1.6355705,33.55705,0.88,2
358,7.8,73.14425,31.299791,27.592976,1.6315436,32.550335,0.49,2
138,7.68,73.06321,31.551363,27.68595,1.6315436,32.483223,0.78,2
88,7.46,72.25284,31.802937,27.221075,1.6315436,32.885906,1,2
320,7.62,72.57698,31.63522,27.871902,1.6275167,32.885906,0.39,2
333,7.45,72.09076,30.628931,28.336777,1.6315436,34.026844,0.2,2
351,7.58,72.00972,30.2935,28.429752,1.6275167,34.42953,1.07,2
320,7.68,72.25284,29.203354,28.70868,1.6275167,35.033558,0.78,2
339,7.73,72.49595,29.622643,28.615702,1.6275167,34.496643,0.88,2
358,11.15,72.65802,31.215933,29.26653,1.62349,33.08725,0.49,2
333,8.26,73.79254,30.712788,29.731405,1.62349,32.550335,1.17,2
320,7.38,74.19773,30.796644,29.917355,1.62349,32.14765,0.88,2
370,8.1,74.27876,30.37736,28.987604,1.6194632,32.483223,0.46,2
301,7.9,73.30632,29.119495,29.452478,1.6194632,34.16107,0.51,2
314,7.4,72.90114,29.119495,29.173553,1.6194632,34.496643,0.19,2
270,7.8,72.73906,29.958073,28.987604,1.6275167,34.09396,0.51,2
320,7.5,72.73906,29.371069,29.26653,1.62349,34.56376,0.49,2
345,7.1,72.33388,29.958073,28.894629,1.62349,34.362415,0.38,2
370,8.1,73.14425,30.712788,28.70868,1.62349,33.15436,0.51,2
339,8.3,72.8201,30.712788,28.615702,1.6154363,33.28859,0.32,2
383,8.1,72.49595,30.461216,28.057852,1.62349,33.8255,0.65,2
383,7.8,71.92869,29.7065,28.243801,1.62349,34.89933,0.62,2
377,7.8,72.00972,29.874214,29.173553,1.62349,34.697987,0.54,2
364,7.3,71.92869,29.7065,28.429752,1.6275167,34.832214,0.7,2
358,7.3,71.76661,29.371069,28.615702,1.62349,35.302013,0.62,2
333,7.43,72.49595,29.538784,28.801651,1.6275167,34.56376,0.88,2
358,7.8,72.73906,29.958073,28.615702,1.6275167,34.026844,0.49,2
195,7.34,72.73906,30.041927,28.429752,1.6194632,34.026844,1.27,2
345,7.37,72.65802,30.209644,28.429752,1.62349,33.8255,0.2,2
314,7.41,73.38736,29.538784,28.894629,1.62349,33.892616,0.68,2
320,7.38,73.22528,29.874214,28.522726,1.62349,33.691277,0.68,2
333,8.26,73.30632,30.209644,29.173553,1.62349,33.355705,1.17,2
326,7.13,72.90114,30.125788,29.26653,1.6154363,33.758392,0.88,2
333,7.1,72.49595,30.545073,28.801651,1.62349,33.758392,0.88,2
351,7.82,72.90114,30.628931,28.522726,1.62349,33.422817,0.39,2
326,7.33,72.90114,30.712788,28.70868,1.6194632,33.355705,0.1,2
358,7.02,72.65802,30.041927,28.243801,1.62349,34.026844,1.27,2
345,7.85,72.73906,29.958073,29.731405,1.6315436,34.09396,0.1,2
314,7.04,72.57698,29.958073,30.475206,1.6275167,34.16107,0.68,2
333,7.62,73.14425,30.209644,30.568182,1.6275167,33.55705,0.49,2
320,7.38,73.4684,30.125788,30.01033,1.6275167,33.28859,1.07,2
138,7.68,71.92869,30.041927,29.917355,1.6315436,34.630875,0.78,2
138,7.68,72.00972,29.874214,29.452478,1.6315436,34.697987,0.78,2
358,7.02,72.41491,29.538784,29.638428,1.6315436,34.630875,1.27,2
345,7.85,72.1718,29.538784,29.173553,1.6315436,34.832214,0.1,2
314,7.04,72.90114,29.538784,29.080578,1.6275167,34.228188,0.68,2
333,7.62,72.65802,29.454926,29.080578,1.6275167,34.496643,0.49,2
326,7.33,72.00972,29.203354,28.522726,1.6275167,35.2349,0.1,2
326,7.13,71.92869,29.7065,28.522726,1.6275167,34.89933,0.88,2
333,8.26,71.5235,31.215933,28.70868,1.6315436,34.026844,1.17,2
320,7.38,71.68558,31.299791,28.70868,1.6315436,33.8255,0.68,2
333,7.43,71.68558,31.63522,28.70868,1.6355705,33.55705,0.88,2
358,7.8,71.60454,31.467505,28.801651,1.6355705,33.758392,0.49,2
138,7.68,71.76661,29.874214,30.19628,1.6355705,34.89933,0.78,2
88,7.46,72.09076,29.790356,29.26653,1.6355705,34.697987,1,2
320,7.62,71.84765,30.125788,29.26653,1.6355705,34.630875,0.39,2
333,7.45,71.68558,29.958073,29.545456,1.6355705,34.89933,0.2,2
351,7.58,71.76661,30.545073,29.545456,1.6355705,34.295303,1.07,2
339,8.3,72.09076,30.628931,30.289255,1.6355705,34.026844,0.32,2
383,8.1,71.92869,31.132076,30.382233,1.6355705,33.758392,0.65,2
383,7.8,71.92869,31.132076,31.033056,1.6355705,33.758392,0.62,2
377,7.8,72.49595,29.454926,29.82438,1.6436242,34.630875,0.54,2
364,7.3,72.41491,29.454926,30.382233,1.6395974,34.697987,0.7,2
358,7.3,72.90114,28.867924,29.638428,1.6355705,34.832214,0.62,2
333,7.43,73.22528,28.784067,29.452478,1.6395974,34.56376,0.88,2
358,7.8,72.73906,29.119495,29.080578,1.6395974,34.697987,0.49,2
195,7.34,73.06321,28.951782,29.82438,1.6395974,34.56376,1.27,2
345,7.37,72.90114,29.454926,29.359503,1.6436242,34.295303,0.2,2
314,7.41,73.4684,29.203354,29.359503,1.6436242,34.026844,0.68,2
320,7.38,72.90114,29.03564,28.429752,1.6395974,34.630875,0.68,2
333,8.26,72.98217,29.203354,28.987604,1.6395974,34.42953,1.17,2
326,7.13,73.14425,29.287212,28.894629,1.6395974,34.228188,0.88,2
333,7.1,72.90114,29.287212,29.26653,1.6395974,34.42953,0.88,2
351,7.82,72.25284,29.03564,28.243801,1.6395974,35.10067,0.39,2
326,7.33,72.09076,29.03564,29.917355,1.6395974,35.302013,0.1,2
358,7.02,72.09076,28.867924,30.754131,1.6355705,35.43624,1.27,2
345,7.85,73.06321,29.958073,29.731405,1.6355705,33.758392,0.1,2
314,7.04,73.06321,29.790356,27.964874,1.6395974,33.892616,0.68,2
333,7.62,73.06321,29.622643,28.987604,1.6395974,34.026844,0.49,2
320,7.38,72.49595,30.041927,29.545456,1.6436242,34.16107,1.07,2
138,7.68,72.25284,28.951782,29.359503,1.6395974,35.2349,0.78,2
138,7.68,72.09076,28.951782,28.987604,1.6395974,35.369125,0.78,2
358,7.02,71.92869,28.784067,28.615702,1.6436242,35.637585,1.27,2
345,7.85,71.68558,28.867924,28.522726,1.6395974,35.771812,0.1,2
314,7.04,70.71313,29.03564,28.336777,1.6436242,36.37584,0.68,2
333,7.62,71.19935,29.538784,28.243801,1.6476511,35.637585,0.49,2
326,7.33,71.5235,29.7065,27.592976,1.6476511,35.2349,0.1,2
326,7.13,71.28039,29.538784,27.314049,1.6476511,35.57047,0.88,2
333,8.26,71.11832,29.958073,28.429752,1.6516778,35.369125,1.17,2
320,7.38,71.03728,29.958073,28.615702,1.6516778,35.369125,0.68,2
333,7.43,70.95624,30.2935,27.592976,1.6476511,35.2349,0.88,2
358,7.8,70.79417,30.209644,28.150827,1.6436242,35.43624,0.49,2
